trading_signals_20251006_004721
sid,symbol,sector,industry,market_cap_cr,pe_ratio,beta,current_price,price_5d_ago,price_20d_ago,return_5d,return_20d,avg_volume,current_delivery,delivery_5d_avg,delivery_20d_avg,momentum_score,delivery_score,valuation_score,volatility_score,total_score,signal,confidence
540,EMCURE,Healthcare,Drug Manufacturers - Specialty & Generic,25407.38,34.13,,1339.9,1284.2,1371.4,4.34,-2.3,65153.0,75.96,63.31,63.31,20,20,0,0,40,HOLD,MEDIUM
888,IRB,Industrials,Infrastructure Operations,25381.92,3.88,-0.04,42.01,41.01,43.0,2.44,-2.3,7444462.0,38.1,38.71,38.71,15,0,15,15,45,HOLD,MEDIUM
455,DEEPAKNTR,Basic Materials,Chemicals,25259.31,41.67,0.14,1851.8,1848.4,1762.3,0.18,5.08,263237.0,55.05,57.43,57.43,30,0,0,15,45,HOLD,MEDIUM
829,IKS,Healthcare,Health Information Services,25258.93,46.51,,1511.2,1487.2,1571.7,1.61,-3.85,203030.0,53.3,48.4,48.4,15,0,0,0,15,SELL,HIGH
1217,MRPL,Energy,Oil & Gas Refining & Marketing,25132.27,,0.3,143.4,127.39,127.25,12.57,12.69,3074159.0,21.49,25.18,25.18,40,0,0,15,55,BUY,MEDIUM
1465,PTCIL,Industrials,Metal Fabrication,24945.57,400.0,0.05,16648.0,15249.0,13705.0,9.17,21.47,22419.0,16.16,25.26,25.26,40,0,0,15,55,BUY,MEDIUM
114,ANANTRAJ,Real Estate,Real Estate - Development,24721.63,53.48,0.41,719.8,679.7,544.0,5.9,32.32,8774492.0,17.18,21.28,21.28,40,0,0,15,55,BUY,MEDIUM
526,EIHOTEL,Consumer Cyclical,Lodging,24608.08,36.11,-0.38,393.25,375.15,412.5,4.82,-4.67,772184.0,9.63,28.62,28.62,20,0,0,15,35,HOLD,MEDIUM
874,INOXWIND,Industrials,Specialty Industrial Machinery,24480.49,43.63,0.05,141.37,137.46,144.71,2.84,-2.31,4834606.0,51.86,43.77,43.77,15,0,0,15,30,SELL,HIGH
1273,NETWEB,Technology,Computer Hardware,24428.58,188.7,1.9,4311.9,3695.4,2526.9,16.68,70.64,4829913.0,7.84,7.23,7.23,40,0,0,0,40,HOLD,MEDIUM
1317,NUVAMA,Financial Services,Asset Management,24386.11,24.21,0.32,6754.5,6115.0,6530.0,10.46,3.44,144156.0,45.62,47.06,47.06,35,0,10,15,60,BUY,MEDIUM
1128,MANAPPURAM,Financial Services,Credit Services,24224.96,30.58,0.72,286.2,276.9,288.0,3.36,-0.63,3309659.0,43.53,44.34,44.34,20,0,10,15,45,HOLD,MEDIUM
1720,SKFINDIA,Industrials,Tools & Accessories,24130.17,45.87,0.3,4880.9,4713.1,4558.8,3.56,7.07,46271.0,53.79,53.77,53.77,35,0,0,15,50,HOLD,LOW
536,EMAMILTD,Consumer Defensive,Household & Personal Products,24031.51,29.41,0.21,550.55,557.85,590.9,-1.31,-6.83,585578.0,57.79,55.71,55.71,0,0,10,15,25,SELL,HIGH
