symbol,signal,confidence,mentions,bullish_count,bearish_count,total_likes,total_retweets,mentioned_by
FFF,MIXED,63,10,0,0,0,0,"@FinMinIndia, @EconomicTimes, @warikoo, @RJAnjana, @livemint"
